away_team,home_team,kickoff,hour_offset,tweet_count
TB,NYJ,2013-09-08 13:00:00,22,0
TB,NYJ,2013-09-08 13:00:00,23,0
TB,NYJ,2013-09-08 13:00:00,24,0
TB,NYJ,2013-09-08 13:00:00,25,0
TB,NYJ,2013-09-08 13:00:00,26,0
TB,NYJ,2013-09-08 13:00:00,27,0
TB,NYJ,2013-09-08 13:00:00,28,0
TB,NYJ,2013-09-08 13:00:00,29,0
TB,NYJ,2013-09-08 13:00:00,30,0
TB,NYJ,2013-09-08 13:00:00,31,0
TB,NYJ,2013-09-08 13:00:00,32,0
TB,NYJ,2013-09-08 13:00:00,33,0
TB,NYJ,2013-09-08 13:00:00,34,0
TB,NYJ,2013-09-08 13:00:00,35,0
TB,NYJ,2013-09-08 13:00:00,36,0
TB,NYJ,2013-09-08 13:00:00,37,0
TB,NYJ,2013-09-08 13:00:00,38,0
TB,NYJ,2013-09-08 13:00:00,39,0
TB,NYJ,2013-09-08 13:00:00,40,0
TB,NYJ,2013-09-08 13:00:00,41,0
TB,NYJ,2013-09-08 13:00:00,42,0
TB,NYJ,2013-09-08 13:00:00,43,0
TB,NYJ,2013-09-08 13:00:00,44,0
TB,NYJ,2013-09-08 13:00:00,45,0
TB,NYJ,2013-09-08 13:00:00,46,0
TB,NYJ,2013-09-08 13:00:00,47,0
TB,NYJ,2013-09-08 13:00:00,48,0
TEN,PIT,2013-09-08 13:00:00,-5,0
TEN,PIT,2013-09-08 13:00:00,-4,0
TEN,PIT,2013-09-08 13:00:00,-3,0
TEN,PIT,2013-09-08 13:00:00,-2,0
TEN,PIT,2013-09-08 13:00:00,-1,0
TEN,PIT,2013-09-08 13:00:00,0,0
TEN,PIT,2013-09-08 13:00:00,1,0
TEN,PIT,2013-09-08 13:00:00,2,0
TEN,PIT,2013-09-08 13:00:00,3,10
TEN,PIT,2013-09-08 13:00:00,4,7
TEN,PIT,2013-09-08 13:00:00,5,0
TEN,PIT,2013-09-08 13:00:00,6,11
TEN,PIT,2013-09-08 13:00:00,7,40
TEN,PIT,2013-09-08 13:00:00,8,0
TEN,PIT,2013-09-08 13:00:00,9,0
TEN,PIT,2013-09-08 13:00:00,10,0
TEN,PIT,2013-09-08 13:00:00,11,0
TEN,PIT,2013-09-08 13:00:00,12,0
TEN,PIT,2013-09-08 13:00:00,13,0
TEN,PIT,2013-09-08 13:00:00,14,0
TEN,PIT,2013-09-08 13:00:00,15,2
