date,matchup,home_team,away_team,total_score,score_differential,attention
2013-09-05,BAL_vs_DEN,DEN,BAL,76.0,22.0,5800
2013-09-08,NE_vs_BUF,BUF,NE,44.0,2.0,592
2013-09-08,SEA_vs_CAR,CAR,SEA,19.0,5.0,265
2013-09-08,CIN_vs_CHI,CHI,CIN,45.0,3.0,316
2013-09-08,MIA_vs_CLE,CLE,MIA,33.0,13.0,429
2013-09-08,MIN_vs_DET,DET,MIN,58.0,10.0,559
2013-09-08,OAK_vs_IND,IND,OAK,38.0,4.0,248
2013-09-08,KC_vs_JAX,JAX,KC,30.0,26.0,218
2013-09-08,ATL_vs_NO,NO,ATL,40.0,6.0,1609
2013-09-08,TB_vs_NYJ,NYJ,TB,35.0,1.0,167
2013-09-08,TEN_vs_PIT,PIT,TEN,25.0,7.0,83
2013-09-08,GB_vs_SF,SF,GB,62.0,6.0,523
2013-09-08,ARI_vs_STL,STL,ARI,51.0,3.0,8
2013-09-08,NYG_vs_DAL,DAL,NYG,67.0,5.0,70
2013-09-09,PHI_vs_WAS,WAS,PHI,60.0,6.0,445
2013-09-09,HOU_vs_SD,SD,HOU,59.0,3.0,672
2013-09-12,NYJ_vs_NE,NE,NYJ,23.0,3.0,293
2013-09-15,STL_vs_ATL,ATL,STL,55.0,7.0,268
2013-09-15,CLE_vs_BAL,BAL,CLE,20.0,8.0,59
2013-09-15,CAR_vs_BUF,BUF,CAR,47.0,1.0,153
2013-09-15,MIN_vs_CHI,CHI,MIN,61.0,1.0,326
2013-09-15,WAS_vs_GB,GB,WAS,58.0,18.0,316
2013-09-15,TEN_vs_HOU,HOU,TEN,54.0,6.0,130
2013-09-15,MIA_vs_IND,IND,MIA,44.0,4.0,259
2013-09-15,DAL_vs_KC,KC,DAL,33.0,1.0,96
2013-09-15,SD_vs_PHI,PHI,SD,63.0,3.0,351
2013-09-15,DET_vs_ARI,ARI,DET,46.0,4.0,0
2013-09-15,NO_vs_TB,TB,NO,30.0,2.0,181
2013-09-15,DEN_vs_NYG,NYG,DEN,64.0,18.0,274
2013-09-15,JAX_vs_OAK,OAK,JAX,28.0,10.0,13
2013-09-15,SF_vs_SEA,SEA,SF,32.0,26.0,1773
2013-09-16,PIT_vs_CIN,CIN,PIT,30.0,10.0,1207
2013-09-19,KC_vs_PHI,PHI,KC,42.0,10.0,516
2013-09-22,HOU_vs_BAL,BAL,HOU,39.0,21.0,117
2013-09-22,NYG_vs_CAR,CAR,NYG,38.0,38.0,287
2013-09-22,GB_vs_CIN,CIN,GB,64.0,4.0,298
2013-09-22,STL_vs_DAL,DAL,STL,38.0,24.0,65
2013-09-22,CLE_vs_MIN,MIN,CLE,58.0,4.0,134
2013-09-22,TB_vs_NE,NE,TB,26.0,20.0,61
2013-09-22,ARI_vs_NO,NO,ARI,38.0,24.0,3
2013-09-22,SD_vs_TEN,TEN,SD,37.0,3.0,107
2013-09-22,DET_vs_WAS,WAS,DET,47.0,7.0,212
2013-09-22,ATL_vs_MIA,MIA,ATL,50.0,4.0,683
2013-09-22,BUF_vs_NYJ,NYJ,BUF,47.0,7.0,107
2013-09-22,JAX_vs_SEA,SEA,JAX,62.0,28.0,252
2013-09-22,IND_vs_SF,SF,IND,34.0,20.0,189
2013-09-22,CHI_vs_PIT,PIT,CHI,63.0,17.0,301
2013-09-23,OAK_vs_DEN,DEN,OAK,58.0,16.0,327
2013-09-26,SF_vs_STL,STL,SF,46.0,24.0,441
2013-09-29,BAL_vs_BUF,BUF,BAL,43.0,3.0,67
2013-09-29,CIN_vs_CLE,CLE,CIN,23.0,11.0,122
2013-09-29,CHI_vs_DET,DET,CHI,72.0,8.0,427
2013-09-29,SEA_vs_HOU,HOU,SEA,43.0,3.0,407
2013-09-29,IND_vs_JAX,JAX,IND,40.0,34.0,138
2013-09-29,NYG_vs_KC,KC,NYG,38.0,24.0,232
2013-09-29,PIT_vs_MIN,MIN,PIT,61.0,7.0,110
2013-09-29,ARI_vs_TB,TB,ARI,23.0,3.0,5
2013-09-29,NYJ_vs_TEN,TEN,NYJ,51.0,25.0,75
2013-09-29,PHI_vs_DEN,DEN,PHI,72.0,32.0,395
2013-09-29,WAS_vs_OAK,OAK,WAS,38.0,10.0,15
2013-09-29,DAL_vs_SD,SD,DAL,51.0,9.0,94
2013-09-29,NE_vs_ATL,ATL,NE,53.0,7.0,1243
2013-09-30,MIA_vs_NO,NO,MIA,55.0,21.0,1301
2013-10-03,BUF_vs_CLE,CLE,BUF,61.0,13.0,2331
2013-10-06,NO_vs_CHI,CHI,NO,44.0,8.0,2100
2013-10-06,NE_vs_CIN,CIN,NE,19.0,7.0,1522
2013-10-06,DET_vs_GB,GB,DET,31.0,13.0,1870
2013-10-06,SEA_vs_IND,IND,SEA,62.0,6.0,2299
2013-10-06,BAL_vs_MIA,MIA,BAL,49.0,3.0,855
2013-10-06,PHI_vs_NYG,NYG,PHI,57.0,15.0,1487
2013-10-06,JAX_vs_STL,STL,JAX,54.0,14.0,327
2013-10-06,KC_vs_TEN,TEN,KC,43.0,9.0,1140
2013-10-06,CAR_vs_ARI,ARI,CAR,28.0,16.0,13
2013-10-06,DEN_vs_DAL,DAL,DEN,99.0,3.0,5755
2013-10-06,HOU_vs_SF,SF,HOU,37.0,31.0,856
2013-10-06,SD_vs_OAK,OAK,SD,44.0,10.0,1053
2013-10-07,NYJ_vs_ATL,ATL,NYJ,58.0,2.0,2490
2013-10-10,NYG_vs_CHI,CHI,NYG,48.0,6.0,2097
2013-10-13,GB_vs_BAL,BAL,GB,36.0,2.0,1626
2013-10-13,CIN_vs_BUF,BUF,CIN,51.0,3.0,840
2013-10-13,DET_vs_CLE,CLE,DET,48.0,14.0,985
2013-10-13,STL_vs_HOU,HOU,STL,51.0,25.0,728
2013-10-13,OAK_vs_KC,KC,OAK,31.0,17.0,536
2013-10-13,CAR_vs_MIN,MIN,CAR,45.0,25.0,594
2013-10-13,PIT_vs_NYJ,NYJ,PIT,25.0,13.0,289
2013-10-13,PHI_vs_TB,TB,PHI,51.0,11.0,734
2013-10-13,JAX_vs_DEN,DEN,JAX,54.0,16.0,1098
2013-10-13,TEN_vs_SEA,SEA,TEN,33.0,7.0,1212
2013-10-13,NO_vs_NE,NE,NO,57.0,3.0,5484
2013-10-13,ARI_vs_SF,SF,ARI,52.0,12.0,29
2013-10-13,WAS_vs_DAL,DAL,WAS,47.0,15.0,703
2013-10-14,IND_vs_SD,SD,IND,28.0,10.0,1795
2013-10-17,SEA_vs_ARI,ARI,SEA,56.0,12.0,74
2013-10-20,TB_vs_ATL,ATL,TB,54.0,8.0,788
2013-10-20,STL_vs_CAR,CAR,STL,45.0,15.0,952
2013-10-20,CIN_vs_DET,DET,CIN,51.0,3.0,1611
2013-10-20,SD_vs_JAX,JAX,SD,30.0,18.0,668
2013-10-20,BUF_vs_MIA,MIA,BUF,44.0,2.0,889
2013-10-20,NE_vs_NYJ,NYJ,NE,57.0,3.0,2394
2013-10-20,DAL_vs_PHI,PHI,DAL,20.0,14.0,912
2013-10-20,CHI_vs_WAS,WAS,CHI,86.0,4.0,628
2013-10-20,SF_vs_TEN,TEN,SF,48.0,14.0,1272
2013-10-20,CLE_vs_GB,GB,CLE,44.0,18.0,1525
2013-10-20,HOU_vs_KC,KC,HOU,33.0,1.0,934
2013-10-20,BAL_vs_PIT,PIT,BAL,35.0,3.0,294
2013-10-20,DEN_vs_IND,IND,DEN,72.0,6.0,5886
2013-10-21,MIN_vs_NYG,NYG,MIN,30.0,16.0,1435
2013-10-24,CAR_vs_TB,TB,CAR,44.0,18.0,1046
2013-10-27,DAL_vs_DET,DET,DAL,61.0,1.0,2909
2013-10-27,SF_vs_JAX,JAX,SF,52.0,32.0,1036
2013-10-27,CLE_vs_KC,KC,CLE,40.0,6.0,678
2013-10-27,MIA_vs_NE,NE,MIA,44.0,10.0,2277
2013-10-27,BUF_vs_NO,NO,BUF,52.0,18.0,1973
2013-10-27,NYG_vs_PHI,PHI,NYG,22.0,8.0,1244
2013-10-27,NYJ_vs_CIN,CIN,NYJ,58.0,40.0,731
2013-10-27,PIT_vs_OAK,OAK,PIT,39.0,3.0,131
2013-10-27,ATL_vs_ARI,ARI,ATL,40.0,14.0,13
2013-10-27,WAS_vs_DEN,DEN,WAS,66.0,24.0,1228
2013-10-27,GB_vs_MIN,MIN,GB,75.0,13.0,2174
2013-10-28,SEA_vs_STL,STL,SEA,23.0,5.0,1951
2013-10-31,CIN_vs_MIA,MIA,CIN,42.0,2.0,2934
2013-11-03,KC_vs_BUF,BUF,KC,36.0,10.0,1031
2013-11-03,ATL_vs_CAR,CAR,ATL,44.0,24.0,1227
2013-11-03,MIN_vs_DAL,DAL,MIN,50.0,4.0,598
2013-11-03,NO_vs_NYJ,NYJ,NO,46.0,6.0,2046
2013-11-03,TEN_vs_STL,STL,TEN,49.0,7.0,581
2013-11-03,SD_vs_WAS,WAS,SD,54.0,6.0,1195
2013-11-03,PHI_vs_OAK,OAK,PHI,69.0,29.0,1636
2013-11-03,TB_vs_SEA,SEA,TB,51.0,3.0,2141
2013-11-03,BAL_vs_CLE,CLE,BAL,42.0,6.0,559
2013-11-03,PIT_vs_NE,NE,PIT,86.0,24.0,2326
2013-11-03,IND_vs_HOU,HOU,IND,51.0,3.0,1398
2013-11-04,CHI_vs_GB,GB,CHI,47.0,7.0,4168
2013-11-07,WAS_vs_MIN,MIN,WAS,61.0,7.0,1491
2013-11-10,SEA_vs_ATL,ATL,SEA,43.0,23.0,1564
2013-11-10,CIN_vs_BAL,BAL,CIN,37.0,3.0,1825
2013-11-10,DET_vs_CHI,CHI,DET,40.0,2.0,1661
2013-11-10,PHI_vs_GB,GB,PHI,40.0,14.0,1917
2013-11-10,STL_vs_IND,IND,STL,46.0,30.0,1279
2013-11-10,OAK_vs_NYG,NYG,OAK,44.0,4.0,407
2013-11-10,BUF_vs_PIT,PIT,BUF,33.0,13.0,186
2013-11-10,JAX_vs_TEN,TEN,JAX,56.0,2.0,502
2013-11-10,CAR_vs_SF,SF,CAR,19.0,1.0,1760
2013-11-10,HOU_vs_ARI,ARI,HOU,51.0,3.0,8
2013-11-10,DEN_vs_SD,SD,DEN,48.0,8.0,1283
2013-11-10,DAL_vs_NO,NO,DAL,66.0,32.0,4912
2013-11-11,MIA_vs_TB,TB,MIA,41.0,3.0,1334
2013-11-14,IND_vs_TEN,TEN,IND,57.0,3.0,1873
2013-11-17,NYJ_vs_BUF,BUF,NYJ,51.0,23.0,478
2013-11-17,BAL_vs_CHI,CHI,BAL,43.0,3.0,1791
2013-11-17,CLE_vs_CIN,CIN,CLE,61.0,21.0,1122
2013-11-17,OAK_vs_HOU,HOU,OAK,51.0,5.0,241
2013-11-17,ARI_vs_JAX,JAX,ARI,41.0,13.0,20
2013-11-17,WAS_vs_PHI,PHI,WAS,40.0,8.0,1070
2013-11-17,DET_vs_PIT,PIT,DET,64.0,10.0,2033
2013-11-17,ATL_vs_TB,TB,ATL,69.0,13.0,866
2013-11-17,SD_vs_MIA,MIA,SD,36.0,4.0,1028
2013-11-17,SF_vs_NO,NO,SF,43.0,3.0,4508
2013-11-17,GB_vs_NYG,NYG,GB,40.0,14.0,1650
2013-11-17,MIN_vs_SEA,SEA,MIN,61.0,21.0,1597
2013-11-17,KC_vs_DEN,DEN,KC,44.0,10.0,4610
2013-11-18,NE_vs_CAR,CAR,NE,44.0,4.0,6677
2013-11-21,NO_vs_ATL,ATL,NO,30.0,4.0,4450
2013-11-24,NYJ_vs_BAL,BAL,NYJ,22.0,16.0,319
2013-11-24,PIT_vs_CLE,CLE,PIT,38.0,16.0,374
2013-11-24,TB_vs_DET,DET,TB,45.0,3.0,1374
2013-11-24,MIN_vs_GB,GB,MIN,52.0,0.0,2277
2013-11-24,JAX_vs_HOU,HOU,JAX,19.0,7.0,231
2013-11-24,SD_vs_KC,KC,SD,79.0,3.0,1932
2013-11-24,CAR_vs_MIA,MIA,CAR,36.0,4.0,1984
2013-11-24,CHI_vs_STL,STL,CHI,63.0,21.0,1347
2013-11-24,IND_vs_ARI,ARI,IND,51.0,29.0,24
2013-11-24,TEN_vs_OAK,OAK,TEN,42.0,4.0,437
2013-11-24,DAL_vs_NYG,NYG,DAL,45.0,3.0,1717
2013-11-24,DEN_vs_NE,NE,DEN,65.0,3.0,10738
2013-11-25,SF_vs_WAS,WAS,SF,33.0,21.0,1463
2013-11-28,GB_vs_DET,DET,GB,50.0,30.0,3723
2013-11-28,OAK_vs_DAL,DAL,OAK,55.0,7.0,1119
2013-11-28,PIT_vs_BAL,BAL,PIT,42.0,2.0,1163
2013-12-01,TB_vs_CAR,CAR,TB,33.0,21.0,437
2013-12-01,JAX_vs_CLE,CLE,JAX,60.0,4.0,217
2013-12-01,NE_vs_HOU,HOU,NE,65.0,3.0,587
2013-12-01,TEN_vs_IND,IND,TEN,36.0,8.0,148
2013-12-01,CHI_vs_MIN,MIN,CHI,43.0,3.0,391
2013-12-01,MIA_vs_NYJ,NYJ,MIA,26.0,20.0,442
2013-12-01,ARI_vs_PHI,PHI,ARI,45.0,3.0,12
2013-12-01,ATL_vs_BUF,BUF,ATL,65.0,3.0,286
2013-12-01,STL_vs_SF,SF,STL,36.0,10.0,440
2013-12-01,DEN_vs_KC,KC,DEN,63.0,7.0,1350
2013-12-01,CIN_vs_SD,SD,CIN,27.0,7.0,201
2013-12-01,NYG_vs_WAS,WAS,NYG,41.0,7.0,240
2013-12-02,NO_vs_SEA,SEA,NO,41.0,27.0,2151
2013-12-05,HOU_vs_JAX,JAX,HOU,47.0,7.0,505
2013-12-08,MIN_vs_BAL,BAL,MIN,55.0,3.0,1438
2013-12-08,IND_vs_CIN,CIN,IND,70.0,14.0,1032
2013-12-08,ATL_vs_GB,GB,ATL,43.0,1.0,1648
2013-12-08,CLE_vs_NE,NE,CLE,53.0,1.0,1862
2013-12-08,OAK_vs_NYJ,NYJ,OAK,64.0,10.0,456
2013-12-08,DET_vs_PHI,PHI,DET,54.0,14.0,6067
2013-12-08,MIA_vs_PIT,PIT,MIA,62.0,6.0,1997
2013-12-08,BUF_vs_TB,TB,BUF,33.0,21.0,506
2013-12-08,KC_vs_WAS,WAS,KC,55.0,35.0,997
2013-12-08,TEN_vs_DEN,DEN,TEN,79.0,23.0,2747
2013-12-08,STL_vs_ARI,ARI,STL,40.0,20.0,11
2013-12-08,NYG_vs_SD,SD,NYG,51.0,23.0,1068
2013-12-08,SEA_vs_SF,SF,SEA,36.0,2.0,2693
2013-12-08,CAR_vs_NO,NO,CAR,44.0,18.0,4480
2013-12-09,DAL_vs_CHI,CHI,DAL,73.0,17.0,2546
2013-12-12,SD_vs_DEN,DEN,SD,47.0,7.0,621
2013-12-15,WAS_vs_ATL,ATL,WAS,53.0,1.0,234
2013-12-15,CHI_vs_CLE,CLE,CHI,69.0,7.0,343
2013-12-15,HOU_vs_IND,IND,HOU,28.0,22.0,185
2013-12-15,BUF_vs_JAX,JAX,BUF,47.0,7.0,67
2013-12-15,NE_vs_MIA,MIA,NE,44.0,4.0,1472
2013-12-15,PHI_vs_MIN,MIN,PHI,78.0,18.0,404
2013-12-15,SEA_vs_NYG,NYG,SEA,23.0,23.0,479
2013-12-15,SF_vs_TB,TB,SF,47.0,19.0,364
2013-12-15,NYJ_vs_CAR,CAR,NYJ,50.0,10.0,212
2013-12-15,KC_vs_OAK,OAK,KC,87.0,25.0,196
2013-12-15,GB_vs_DAL,DAL,GB,73.0,1.0,1377
2013-12-15,NO_vs_STL,STL,NO,43.0,11.0,283
2013-12-15,ARI_vs_TEN,TEN,ARI,71.0,3.0,3
2013-12-15,CIN_vs_PIT,PIT,CIN,50.0,10.0,293
2013-12-16,BAL_vs_DET,DET,BAL,34.0,2.0,776
2013-12-22,MIA_vs_BUF,BUF,MIA,19.0,19.0,1603
2013-12-22,NO_vs_CAR,CAR,NO,30.0,4.0,4536
2013-12-22,MIN_vs_CIN,CIN,MIN,56.0,28.0,395
2013-12-22,DEN_vs_HOU,HOU,DEN,50.0,24.0,1770
2013-12-22,TEN_vs_JAX,JAX,TEN,36.0,4.0,230
2013-12-22,IND_vs_KC,KC,IND,30.0,16.0,1052
2013-12-22,CLE_vs_NYJ,NYJ,CLE,37.0,11.0,423
2013-12-22,TB_vs_STL,STL,TB,36.0,10.0,703
2013-12-22,DAL_vs_WAS,WAS,DAL,47.0,1.0,1790
2013-12-22,NYG_vs_DET,DET,NYG,43.0,3.0,1292
2013-12-22,ARI_vs_SEA,SEA,ARI,27.0,7.0,91
2013-12-22,NE_vs_BAL,BAL,NE,48.0,34.0,2466
2013-12-22,PIT_vs_GB,GB,PIT,69.0,7.0,2117
2013-12-22,OAK_vs_SD,SD,OAK,39.0,13.0,806
2013-12-22,CHI_vs_PHI,PHI,CHI,65.0,43.0,2799
2013-12-23,ATL_vs_SF,SF,ATL,58.0,10.0,535
2013-12-29,CAR_vs_ATL,ATL,CAR,41.0,1.0,645
2013-12-29,BAL_vs_CIN,CIN,BAL,51.0,17.0,271
2013-12-29,JAX_vs_IND,IND,JAX,40.0,20.0,145
2013-12-29,NYJ_vs_MIA,MIA,NYJ,27.0,13.0,300
2013-12-29,DET_vs_MIN,MIN,DET,27.0,1.0,84
2013-12-29,WAS_vs_NYG,NYG,WAS,26.0,14.0,128
2013-12-29,CLE_vs_PIT,PIT,CLE,27.0,13.0,27
2013-12-29,HOU_vs_TEN,TEN,HOU,26.0,6.0,31
2013-12-29,SF_vs_ARI,ARI,SF,43.0,3.0,3
2013-12-29,GB_vs_CHI,CHI,GB,61.0,5.0,1956
2013-12-29,BUF_vs_NE,NE,BUF,54.0,14.0,268
2013-12-29,TB_vs_NO,NO,TB,59.0,25.0,677
2013-12-29,DEN_vs_OAK,OAK,DEN,48.0,20.0,312
2013-12-29,KC_vs_SD,SD,KC,51.0,3.0,554
2013-12-29,STL_vs_SEA,SEA,STL,36.0,18.0,463
2013-12-29,PHI_vs_DAL,DAL,PHI,46.0,2.0,1246
2014-09-04,GB_vs_SEA,SEA,GB,52.0,20.0,3800
2014-09-07,NO_vs_ATL,ATL,NO,71.0,3.0,2124
2014-09-07,CIN_vs_BAL,BAL,CIN,39.0,7.0,337
2014-09-07,BUF_vs_CHI,CHI,BUF,43.0,3.0,770
2014-09-07,WAS_vs_HOU,HOU,WAS,23.0,11.0,337
2014-09-07,TEN_vs_KC,KC,TEN,36.0,16.0,282
2014-09-07,NE_vs_MIA,MIA,NE,53.0,13.0,1830
2014-09-07,OAK_vs_NYJ,NYJ,OAK,33.0,5.0,225
2014-09-07,JAX_vs_PHI,PHI,JAX,51.0,17.0,595
2014-09-07,CLE_vs_PIT,PIT,CLE,57.0,3.0,586
2014-09-07,MIN_vs_STL,STL,MIN,40.0,28.0,372
2014-09-07,SF_vs_DAL,DAL,SF,45.0,11.0,2844
2014-09-07,CAR_vs_TB,TB,CAR,34.0,6.0,596
2014-09-07,IND_vs_DEN,DEN,IND,55.0,7.0,1603
2014-09-08,NYG_vs_DET,DET,NYG,49.0,21.0,455
2014-09-08,SD_vs_ARI,ARI,SD,35.0,1.0,9
2014-09-11,PIT_vs_BAL,BAL,PIT,32.0,20.0,3012
2014-09-14,MIA_vs_BUF,BUF,MIA,39.0,19.0,328
2014-09-14,DET_vs_CAR,CAR,DET,31.0,17.0,367
2014-09-14,ATL_vs_CIN,CIN,ATL,34.0,14.0,306
2014-09-14,NO_vs_CLE,CLE,NO,50.0,2.0,723
2014-09-14,NE_vs_MIN,MIN,NE,37.0,23.0,687
2014-09-14,ARI_vs_NYG,NYG,ARI,39.0,11.0,27
2014-09-14,DAL_vs_TEN,TEN,DAL,36.0,16.0,882
2014-09-14,JAX_vs_WAS,WAS,JAX,51.0,31.0,381
2014-09-14,SEA_vs_SD,SD,SEA,51.0,9.0,1647
2014-09-14,STL_vs_TB,TB,STL,36.0,2.0,444
2014-09-14,KC_vs_DEN,DEN,KC,41.0,7.0,966
2014-09-14,NYJ_vs_GB,GB,NYJ,55.0,7.0,1845
2014-09-14,HOU_vs_OAK,OAK,HOU,44.0,16.0,155
2014-09-14,CHI_vs_SF,SF,CHI,48.0,8.0,2535
2014-09-15,PHI_vs_IND,IND,PHI,57.0,3.0,3692
2014-09-18,TB_vs_ATL,ATL,TB,70.0,42.0,8618
2014-09-21,SD_vs_BUF,BUF,SD,32.0,12.0,415
2014-09-21,TEN_vs_CIN,CIN,TEN,40.0,26.0,229
2014-09-21,BAL_vs_CLE,CLE,BAL,44.0,2.0,377
2014-09-21,GB_vs_DET,DET,GB,26.0,12.0,547
2014-09-21,IND_vs_JAX,JAX,IND,61.0,27.0,260
2014-09-21,OAK_vs_NE,NE,OAK,25.0,7.0,409
2014-09-21,MIN_vs_NO,NO,MIN,29.0,11.0,580
2014-09-21,HOU_vs_NYG,NYG,HOU,47.0,13.0,205
2014-09-21,WAS_vs_PHI,PHI,WAS,71.0,3.0,1242
2014-09-21,DAL_vs_STL,STL,DAL,65.0,3.0,2118
2014-09-21,SF_vs_ARI,ARI,SF,37.0,9.0,8
2014-09-21,KC_vs_MIA,MIA,KC,49.0,19.0,305
2014-09-21,DEN_vs_SEA,SEA,DEN,46.0,6.0,2546
2014-09-21,PIT_vs_CAR,CAR,PIT,56.0,18.0,606
2014-09-22,CHI_vs_NYJ,NYJ,CHI,46.0,8.0,569
2014-09-25,NYG_vs_WAS,WAS,NYG,59.0,31.0,652
2014-09-28,CAR_vs_BAL,BAL,CAR,48.0,28.0,354
2014-09-28,GB_vs_CHI,CHI,GB,55.0,21.0,1630
2014-09-28,BUF_vs_HOU,HOU,BUF,40.0,6.0,298
2014-09-28,TEN_vs_IND,IND,TEN,58.0,24.0,148
2014-09-28,DET_vs_NYJ,NYJ,DET,41.0,7.0,217
2014-09-28,MIA_vs_OAK,OAK,MIA,52.0,24.0,195
2014-09-28,TB_vs_PIT,PIT,TB,51.0,3.0,506
2014-09-28,JAX_vs_SD,SD,JAX,47.0,19.0,305
2014-09-28,ATL_vs_MIN,MIN,ATL,69.0,13.0,649
2014-09-28,PHI_vs_SF,SF,PHI,47.0,5.0,978
2014-09-28,NO_vs_DAL,DAL,NO,55.0,21.0,4109
2014-09-29,NE_vs_KC,KC,NE,55.0,27.0,979
2014-10-02,MIN_vs_GB,GB,MIN,52.0,32.0,6925
2014-10-05,CHI_vs_CAR,CAR,CHI,55.0,7.0,1446
2014-10-05,HOU_vs_DAL,DAL,HOU,37.0,3.0,4409
2014-10-05,BUF_vs_DET,DET,BUF,31.0,3.0,678
2014-10-05,BAL_vs_IND,IND,BAL,33.0,7.0,712
2014-10-05,PIT_vs_JAX,JAX,PIT,26.0,8.0,191
2014-10-05,TB_vs_NO,NO,TB,68.0,6.0,949
2014-10-05,ATL_vs_NYG,NYG,ATL,50.0,10.0,1268
2014-10-05,STL_vs_PHI,PHI,STL,62.0,6.0,687
2014-10-05,CLE_vs_TEN,TEN,CLE,57.0,1.0,1151
2014-10-05,ARI_vs_DEN,DEN,ARI,61.0,21.0,157
2014-10-05,NYJ_vs_SD,SD,NYJ,31.0,31.0,2032
2014-10-05,KC_vs_SF,SF,KC,39.0,5.0,1628
2014-10-05,CIN_vs_NE,NE,CIN,60.0,26.0,4088
2014-10-06,SEA_vs_WAS,WAS,SEA,44.0,10.0,4259
2014-10-09,IND_vs_HOU,HOU,IND,61.0,5.0,3161
2014-10-12,NE_vs_BUF,BUF,NE,59.0,15.0,3209
2014-10-12,CAR_vs_CIN,CIN,CAR,74.0,0.0,2705
2014-10-12,PIT_vs_CLE,CLE,PIT,41.0,21.0,1841
2014-10-12,GB_vs_MIA,MIA,GB,51.0,3.0,5108
2014-10-12,DET_vs_MIN,MIN,DET,20.0,14.0,983
2014-10-12,DEN_vs_NYJ,NYJ,DEN,48.0,14.0,1956
2014-10-12,BAL_vs_TB,TB,BAL,65.0,31.0,1784
2014-10-12,JAX_vs_TEN,TEN,JAX,30.0,2.0,432
2014-10-12,SD_vs_OAK,OAK,SD,59.0,3.0,2720
2014-10-12,WAS_vs_ARI,ARI,WAS,50.0,10.0,49
2014-10-12,CHI_vs_ATL,ATL,CHI,40.0,14.0,2722
2014-10-12,DAL_vs_SEA,SEA,DAL,53.0,7.0,14596
2014-10-12,NYG_vs_PHI,PHI,NYG,27.0,27.0,4260
2014-10-13,SF_vs_STL,STL,SF,48.0,14.0,5426
2014-10-16,NYJ_vs_NE,NE,NYJ,52.0,2.0,4729
2014-10-19,ATL_vs_BAL,BAL,ATL,36.0,22.0,564
2014-10-19,MIN_vs_BUF,BUF,MIN,33.0,1.0,492
2014-10-19,MIA_vs_CHI,CHI,MIA,41.0,13.0,955
2014-10-19,NO_vs_DET,DET,NO,47.0,1.0,1281
2014-10-19,CAR_vs_GB,GB,CAR,55.0,21.0,2417
2014-10-19,CIN_vs_IND,IND,CIN,27.0,27.0,684
2014-10-19,CLE_vs_JAX,JAX,CLE,30.0,18.0,651
2014-10-19,SEA_vs_STL,STL,SEA,54.0,2.0,1545
2014-10-19,TEN_vs_WAS,WAS,TEN,36.0,2.0,518
2014-10-19,KC_vs_SD,SD,KC,43.0,3.0,2189
2014-10-19,NYG_vs_DAL,DAL,NYG,52.0,10.0,6742
2014-10-19,ARI_vs_OAK,OAK,ARI,37.0,11.0,66
2014-10-19,SF_vs_DEN,DEN,SF,59.0,25.0,3634
2014-10-20,HOU_vs_PIT,PIT,HOU,53.0,7.0,2861
2014-10-23,SD_vs_DEN,DEN,SD,56.0,14.0,5577
2014-10-26,DET_vs_ATL,ATL,DET,43.0,1.0,5215
2014-10-26,SEA_vs_CAR,CAR,SEA,22.0,4.0,2788
2014-10-26,BAL_vs_CIN,CIN,BAL,51.0,3.0,897
2014-10-26,MIA_vs_JAX,JAX,MIA,40.0,14.0,1044
2014-10-26,STL_vs_KC,KC,STL,41.0,27.0,704
2014-10-26,CHI_vs_NE,NE,CHI,74.0,28.0,4377
2014-10-26,BUF_vs_NYJ,NYJ,BUF,66.0,20.0,1610
2014-10-26,MIN_vs_TB,TB,MIN,32.0,6.0,672
2014-10-26,HOU_vs_TEN,TEN,HOU,46.0,14.0,377
2014-10-26,PHI_vs_ARI,ARI,PHI,44.0,4.0,218
2014-10-26,OAK_vs_CLE,CLE,OAK,36.0,10.0,913
2014-10-26,IND_vs_PIT,PIT,IND,85.0,17.0,3030
2014-10-26,GB_vs_NO,NO,GB,67.0,21.0,6136
2014-10-27,WAS_vs_DAL,DAL,WAS,37.0,3.0,11990
2014-10-30,NO_vs_CAR,CAR,NO,38.0,18.0,1908
2014-11-02,JAX_vs_CIN,CIN,JAX,56.0,10.0,479
2014-11-02,TB_vs_CLE,CLE,TB,39.0,5.0,697
2014-11-02,ARI_vs_DAL,DAL,ARI,45.0,11.0,146
2014-11-02,PHI_vs_HOU,HOU,PHI,52.0,10.0,1474
2014-11-02,NYJ_vs_KC,KC,NYJ,34.0,14.0,412
2014-11-02,SD_vs_MIA,MIA,SD,37.0,37.0,1598
2014-11-02,WAS_vs_MIN,MIN,WAS,55.0,3.0,870
2014-11-02,STL_vs_SF,SF,STL,23.0,3.0,611
2014-11-02,DEN_vs_NE,NE,DEN,64.0,22.0,7427
2014-11-02,OAK_vs_SEA,SEA,OAK,54.0,6.0,1343
2014-11-02,BAL_vs_PIT,PIT,BAL,66.0,20.0,1776
2014-11-03,IND_vs_NYG,NYG,IND,64.0,16.0,1565
2014-11-06,CLE_vs_CIN,CIN,CLE,27.0,21.0,3926
2014-11-09,TEN_vs_BAL,BAL,TEN,28.0,14.0,133
2014-11-09,KC_vs_BUF,BUF,KC,30.0,4.0,547
2014-11-09,MIA_vs_DET,DET,MIA,36.0,4.0,1584
2014-11-09,DAL_vs_JAX,JAX,DAL,48.0,14.0,3527
